Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      1.80     0.00     5020     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<point const, double> > >::deallocate(std::_Rb_tree_node<std::pair<point const, double> >*, unsigned int)
  0.00      1.80     0.00     5020     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<point const, double> > >::allocate(unsigned int, void const*)
  0.00      1.80     0.00     5020     0.00     0.00  __gnu_cxx::new_allocator<std::pair<point const, std::vector<point, std::allocator<point> > > >::destroy(std::pair<point const, std::vector<point, std::allocator<point> > >*)
  0.00      1.80     0.00     5020     0.00     0.00  __gnu_cxx::new_allocator<std::pair<point const, std::vector<point, std::allocator<point> > > >::construct(std::pair<point const, std::vector<point, std::allocator<point> > >*, std::pair<point const, std::vector<point, std::allocator<point> > > const&)
  0.00      1.80     0.00     5020     0.00     0.00  __gnu_cxx::new_allocator<std::pair<point const, double> >::destroy(std::pair<point const, double>*)
  0.00      1.80     0.00     5020     0.00     0.00  __gnu_cxx::new_allocator<std::pair<point const, double> >::construct(std::pair<point const, double>*, std::pair<point const, double> const&)
  0.00      1.80     0.00     5020     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<point const, std::vector<point, std::allocator<point> > > > >::max_size() const
  0.00      1.80     0.00     5020     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<point const, double> > >::max_size() const
  0.00      1.80     0.00     5020     0.00     0.00  std::map<point, std::vector<point, std::allocator<point> >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::insert(std::_Rb_tree_iterator<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::pair<point const, std::vector<point, std::allocator<point> > > const&)
  0.00      1.80     0.00     5020     0.00     0.00  std::map<point, double, std::less<point>, std::allocator<std::pair<point const, double> > >::insert(std::_Rb_tree_iterator<std::pair<point const, double> >, std::pair<point const, double> const&)
  0.00      1.80     0.00     5020     0.00     0.00  std::pair<point const, std::vector<point, std::allocator<point> > >::pair(std::pair<point const, std::vector<point, std::allocator<point> > > const&)
  0.00      1.80     0.00     5020     0.00     0.00  std::pair<point const, std::vector<point, std::allocator<point> > >::pair(point const&, std::vector<point, std::allocator<point> > const&)
  0.00      1.80     0.00     5020     0.00     0.00  std::pair<point const, double>::pair(point const&, double const&)
  0.00      1.80     0.00     5020     0.00     0.00  std::pair<point const, double>::~pair()
  0.00      1.80     0.00     5020     0.00     0.00  std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::_M_get_node()
  0.00      1.80     0.00     5020     0.00     0.00  std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::_M_put_node(std::_Rb_tree_node<std::pair<point const, std::vector<point, std::allocator<point> > > >*)
  0.00      1.80     0.00     5020     0.00     0.00  std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::destroy_node(std::_Rb_tree_node<std::pair<point const, std::vector<point, std::allocator<point> > > >*)
  0.00      1.80     0.00     5020     0.00     0.00  std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::insert_unique(std::_Rb_tree_iterator<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::pair<point const, std::vector<point, std::allocator<point> > > const&)
  0.00      1.80     0.00     5020     0.00     0.00  std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::_M_create_node(std::pair<point const, std::vector<point, std::allocator<point> > > const&)
  0.00      1.80     0.00     5020     0.00     0.00  std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::_M_insert(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<point const, std::vector<point, std::allocator<point> > > const&)
  0.00      1.80     0.00     5020     0.00     0.00  std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::_M_get_node()
  0.00      1.80     0.00     5020     0.00     0.00  std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::_M_put_node(std::_Rb_tree_node<std::pair<point const, double> >*)
  0.00      1.80     0.00     5020     0.00     0.00  std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::destroy_node(std::_Rb_tree_node<std::pair<point const, double> >*)
  0.00      1.80     0.00     5020     0.00     0.00  std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::insert_unique(std::_Rb_tree_iterator<std::pair<point const, double> >, std::pair<point const, double> const&)
  0.00      1.80     0.00     5020     0.00     0.00  std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::_M_create_node(std::pair<point const, double> const&)
  0.00      1.80     0.00     5020     0.00     0.00  std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::_M_insert(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<point const, double> const&)
  0.00      1.80     0.00     5000     0.00     0.00  std::_Rb_tree_iterator<std::pair<point const, std::vector<point, std::allocator<point> > > >::operator--()
  0.00      1.80     0.00     5000     0.00     0.00  std::_Rb_tree_iterator<std::pair<point const, double> >::operator--()
  0.00      1.80     0.00       43     0.00     0.00  bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*)
  0.00      1.80     0.00       20     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<point const, std::vector<point, std::allocator<point> > > > >::~new_allocator()
  0.00      1.80     0.00       11     0.00     0.00  std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::_M_erase(std::_Rb_tree_node<std::pair<point const, double> >*)
  0.00      1.80     0.00       10     0.00     1.28  grafo::initialize()
  0.00      1.80     0.00       10     0.00    22.09  grafo::dijkstra(double const&, point const&)
  0.00      1.80     0.00       10     0.00     0.00  grafo::grafo()
  0.00      1.80     0.00       10     0.00     0.06  grafo::~grafo()
  0.00      1.80     0.00       10     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<point const, std::vector<point, std::allocator<point> > > > >::new_allocator(__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<point const, std::vector<point, std::allocator<point> > > > > const&)
  0.00      1.80     0.00       10     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<point const, std::vector<point, std::allocator<point> > > > >::new_allocator()
  0.00      1.80     0.00       10     0.00     0.00  std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::size() const
  0.00      1.80     0.00       10     0.00     0.00  std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::size() const
  0.00      1.80     0.00       10     0.00     0.00  std::allocator<std::_Rb_tree_node<std::pair<point const, std::vector<point, std::allocator<point> > > > >::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > >(std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > const&)
  0.00      1.80     0.00       10     0.00     0.00  std::allocator<std::_Rb_tree_node<std::pair<point const, std::vector<point, std::allocator<point> > > > >::allocator(std::allocator<std::_Rb_tree_node<std::pair<point const, std::vector<point, std::allocator<point> > > > > const&)
  0.00      1.80     0.00       10     0.00     0.00  std::allocator<std::_Rb_tree_node<std::pair<point const, std::vector<point, std::allocator<point> > > > >::~allocator()
  0.00      1.80     0.00       10     0.00     0.00  std::allocator<std::_Rb_tree_node<std::pair<point const, std::vector<point, std::allocator<point> > > > >::~allocator()
  0.00      1.80     0.00       10     0.00     0.00  std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > >::allocator()
  0.00      1.80     0.00       10     0.00     0.00  std::priority_queue<point, std::vector<point, std::allocator<point> >, heapCompare>::priority_queue(heapCompare const&, std::vector<point, std::allocator<point> > const&)
  0.00      1.80     0.00       10     0.00     0.00  std::priority_queue<point, std::vector<point, std::allocator<point> >, heapCompare>::~priority_queue()
  0.00      1.80     0.00       10     0.00     0.00  std::map<point, std::vector<point, std::allocator<point> >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::map()
  0.00      1.80     0.00       10     0.00     0.06  std::map<point, std::vector<point, std::allocator<point> >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::~map()
  0.00      1.80     0.00       10     0.00     0.00  std::pair<std::_Rb_tree_iterator<std::pair<point const, std::vector<point, std::allocator<point> > > >, bool>::pair(std::_Rb_tree_iterator<std::pair<point const, std::vector<point, std::allocator<point> > > > const&, bool const&)
  0.00      1.80     0.00       10     0.00     0.00  std::pair<std::_Rb_tree_iterator<std::pair<point const, double> >, bool>::pair(std::_Rb_tree_iterator<std::pair<point const, double> > const&, bool const&)
  0.00      1.80     0.00       10     0.00     0.00  std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::_Rb_tree_impl<std::less<point>, false>::_Rb_tree_impl(std::allocator<std::_Rb_tree_node<std::pair<point const, std::vector<point, std::allocator<point> > > > > const&, std::less<point> const&)
  0.00      1.80     0.00       10     0.00     0.00  std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::_Rb_tree_impl<std::less<point>, false>::~_Rb_tree_impl()
  0.00      1.80     0.00       10     0.00     0.00  std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::insert_unique(std::pair<point const, std::vector<point, std::allocator<point> > > const&)
