Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00    2517/16210530     std::less<point>::operator()(point const&, point const&) const [6]
                0.00    0.00    2527/1476738     std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::_M_end() [88]
                0.00    0.00    5020/2943402     std::_Rb_tree_iterator<std::pair<point const, std::vector<point, std::allocator<point> > > >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<point const, std::vector<point, std::allocator<point> > > >*) [87]
                0.00    0.00    2517/12527       std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::_S_key(std::_Rb_tree_node_base const*) [128]
                0.00    0.00    2517/12662055     std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >::operator()(std::pair<point const, std::vector<point, std::allocator<point> > > const&) const [83]
-----------------------------------------------
                0.00    0.00    5020/5020        std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::_M_create_node(std::pair<point const, std::vector<point, std::allocator<point> > > const&) [96]
[95]     0.1    0.00    0.00    5020         __gnu_cxx::new_allocator<std::pair<point const, std::vector<point, std::allocator<point> > > >::construct(std::pair<point const, std::vector<point, std::allocator<point> > >*, std::pair<point const, std::vector<point, std::allocator<point> > > const&) [95]
                0.00    0.00    5020/5020        std::pair<point const, std::vector<point, std::allocator<point> > >::pair(std::pair<point const, std::vector<point, std::allocator<point> > > const&) [97]
                0.00    0.00    5020/7050516     operator new(unsigned int, void*) [59]
-----------------------------------------------
                0.00    0.00    5020/5020        std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::_M_insert(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<point const, std::vector<point, std::allocator<point> > > const&) [94]
[96]     0.1    0.00    0.00    5020         std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::_M_create_node(std::pair<point const, std::vector<point, std::allocator<point> > > const&) [96]
                0.00    0.00    5020/5020        __gnu_cxx::new_allocator<std::pair<point const, std::vector<point, std::allocator<point> > > >::construct(std::pair<point const, std::vector<point, std::allocator<point> > >*, std::pair<point const, std::vector<point, std::allocator<point> > > const&) [95]
                0.00    0.00    5020/5020        std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::_M_get_node() [186]
                0.00    0.00    5020/10040       std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::get_allocator() const [170]
                0.00    0.00    5020/10050       std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > >::~allocator() [166]
-----------------------------------------------
                0.00    0.00    5020/5020        __gnu_cxx::new_allocator<std::pair<point const, std::vector<point, std::allocator<point> > > >::construct(std::pair<point const, std::vector<point, std::allocator<point> > >*, std::pair<point const, std::vector<point, std::allocator<point> > > const&) [95]
[97]     0.1    0.00    0.00    5020         std::pair<point const, std::vector<point, std::allocator<point> > >::pair(std::pair<point const, std::vector<point, std::allocator<point> > > const&) [97]
                0.00    0.00    5020/1267560     std::vector<point, std::allocator<point> >::vector(std::vector<point, std::allocator<point> > const&) [8]
-----------------------------------------------
                0.00    0.00    5020/5020        std::map<point, std::vector<point, std::allocator<point> >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::operator[](point const&) [3]
[98]     0.1    0.00    0.00    5020         std::pair<point const, std::vector<point, std::allocator<point> > >::pair(point const&, std::vector<point, std::allocator<point> > const&) [98]
                0.00    0.00    5020/1267560     std::vector<point, std::allocator<point> >::vector(std::vector<point, std::allocator<point> > const&) [8]
-----------------------------------------------
                0.00    0.00    5020/10040       __gnu_cxx::new_allocator<std::pair<point const, std::vector<point, std::allocator<point> > > >::destroy(std::pair<point const, std::vector<point, std::allocator<point> > >*) [110]
                0.00    0.00    5020/10040       std::map<point, std::vector<point, std::allocator<point> >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::operator[](point const&) [3]
[99]     0.1    0.00    0.00   10040         std::pair<point const, std::vector<point, std::allocator<point> > >::~pair() [99]
                0.00    0.00   10040/1272600     std::vector<point, std::allocator<point> >::~vector() [15]
-----------------------------------------------
                0.00    0.00   43786/43786       __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > > std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, point>(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, std::allocator<point>) [101]
[100]    0.1    0.00    0.00   43786         __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > > std::uninitialized_copy<__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > > >(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >) [100]
                0.00    0.00   43786/43786       __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > > std::__uninitialized_copy_aux<__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > > >(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __false_type) [102]
-----------------------------------------------
                0.00    0.00   43786/43786       std::vector<point, std::allocator<point> >::_M_insert_aux(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, point const&) [75]
[101]    0.1    0.00    0.00   43786         __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > > std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, point>(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, std::allocator<point>) [101]
                0.00    0.00   43786/43786       __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > > std::uninitialized_copy<__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > > >(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >) [100]
-----------------------------------------------
                0.00    0.00   43786/43786       __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > > std::uninitialized_copy<__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > > >(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >) [100]
[102]    0.1    0.00    0.00   43786         __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > > std::__uninitialized_copy_aux<__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > > >(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __false_type) [102]
                0.00    0.00   57802/6987522     void std::_Construct<point, point>(point*, point const&) [27]
                0.00    0.00  115604/12462392     __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >::operator*() const [40]
                0.00    0.00  115604/8382529     __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >::operator++() [58]
                0.00    0.00  101588/186303      bool __gnu_cxx::operator!=<point*, std::vector<point, std::allocator<point> > >(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > > const&, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > > const&) [114]
-----------------------------------------------
                0.00    0.00   21893/21893       void std::_Destroy<__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > > >(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >) [104]
[103]    0.0    0.00    0.00   21893         void std::__destroy_aux<__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > > >(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __false_type) [103]
                0.00    0.00   57802/7034152     void std::_Destroy<point>(point*) [26]
                0.00    0.00   57802/12462392     __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >::operator*() const [40]
                0.00    0.00   79695/186303      bool __gnu_cxx::operator!=<point*, std::vector<point, std::allocator<point> > >(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > > const&, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > > const&) [114]
                0.00    0.00   57802/8382529     __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >::operator++() [58]
-----------------------------------------------
                0.00    0.00   21893/21893       void std::_Destroy<__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, point>(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, std::allocator<point>) [105]
[104]    0.0    0.00    0.00   21893         void std::_Destroy<__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > > >(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >) [104]
                0.00    0.00   21893/21893       void std::__destroy_aux<__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > > >(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __false_type) [103]
-----------------------------------------------
                0.00    0.00   21893/21893       std::vector<point, std::allocator<point> >::_M_insert_aux(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, point const&) [75]
[105]    0.0    0.00    0.00   21893         void std::_Destroy<__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, point>(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, std::allocator<point>) [105]
                0.00    0.00   21893/21893       void std::_Destroy<__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > > >(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >) [104]
-----------------------------------------------
                0.00    0.00      10/10          main [1]
[106]    0.0    0.00    0.00      10         grafo::~grafo() [106]
                0.00    0.00      10/10          std::map<point, std::vector<point, std::allocator<point> >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::~map() [107]
                0.00    0.00      10/1272600     std::vector<point, std::allocator<point> >::~vector() [15]
-----------------------------------------------
                0.00    0.00      10/10          grafo::~grafo() [106]
[107]    0.0    0.00    0.00      10         std::map<point, std::vector<point, std::allocator<point> >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::~map() [107]
                0.00    0.00      10/10          std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::~_Rb_tree() [108]
-----------------------------------------------
                0.00    0.00      10/10          std::map<point, std::vector<point, std::allocator<point> >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::~map() [107]
[108]    0.0    0.00    0.00      10         std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::~_Rb_tree() [108]
                0.00    0.00      10/10          std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::_M_erase(std::_Rb_tree_node<std::pair<point const, std::vector<point, std::allocator<point> > > >*) [109]
                0.00    0.00      10/1469201     std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::_M_begin() [66]
                0.00    0.00      10/10          std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::_Rb_tree_impl<std::less<point>, false>::~_Rb_tree_impl() [209]
-----------------------------------------------
                                5020             std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::_M_erase(std::_Rb_tree_node<std::pair<point const, std::vector<point, std::allocator<point> > > >*) [109]
                0.00    0.00      10/10          std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::~_Rb_tree() [108]
[109]    0.0    0.00    0.00      10+5020    std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::_M_erase(std::_Rb_tree_node<std::pair<point const, std::vector<point, std::allocator<point> > > >*) [109]
                0.00    0.00    5020/5020        std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::destroy_node(std::_Rb_tree_node<std::pair<point const, std::vector<point, std::allocator<point> > > >*) [111]
                0.00    0.00    5020/6329614     std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::_S_right(std::_Rb_tree_node_base*) [60]
                0.00    0.00    5020/6322427     std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::_S_left(std::_Rb_tree_node_base*) [141]
                                5020             std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::_M_erase(std::_Rb_tree_node<std::pair<point const, std::vector<point, std::allocator<point> > > >*) [109]
-----------------------------------------------
                0.00    0.00    5020/5020        std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::destroy_node(std::_Rb_tree_node<std::pair<point const, std::vector<point, std::allocator<point> > > >*) [111]
[110]    0.0    0.00    0.00    5020         __gnu_cxx::new_allocator<std::pair<point const, std::vector<point, std::allocator<point> > > >::destroy(std::pair<point const, std::vector<point, std::allocator<point> > >*) [110]
                0.00    0.00    5020/10040       std::pair<point const, std::vector<point, std::allocator<point> > >::~pair() [99]
-----------------------------------------------
                0.00    0.00    5020/5020        std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::_M_erase(std::_Rb_tree_node<std::pair<point const, std::vector<point, std::allocator<point> > > >*) [109]
[111]    0.0    0.00    0.00    5020         std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::destroy_node(std::_Rb_tree_node<std::pair<point const, std::vector<point, std::allocator<point> > > >*) [111]
                0.00    0.00    5020/5020        __gnu_cxx::new_allocator<std::pair<point const, std::vector<point, std::allocator<point> > > >::destroy(std::pair<point const, std::vector<point, std::allocator<point> > >*) [110]
                0.00    0.00    5020/10040       std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::get_allocator() const [170]
                0.00    0.00    5020/10050       std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > >::~allocator() [166]
                0.00    0.00    5020/5020        std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::_M_put_node(std::_Rb_tree_node<std::pair<point const, std::vector<point, std::allocator<point> > > >*) [187]
-----------------------------------------------
                0.00    0.00    5020/5020        std::map<point, double, std::less<point>, std::allocator<std::pair<point const, double> > >::operator[](point const&) [19]
[112]    0.0    0.00    0.00    5020         std::map<point, double, std::less<point>, std::allocator<std::pair<point const, double> > >::insert(std::_Rb_tree_iterator<std::pair<point const, double> >, std::pair<point const, double> const&) [112]
                0.00    0.00    5020/5020        std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::insert_unique(std::_Rb_tree_iterator<std::pair<point const, double> >, std::pair<point const, double> const&) [113]
-----------------------------------------------
                0.00    0.00    5020/5020        std::map<point, double, std::less<point>, std::allocator<std::pair<point const, double> > >::insert(std::_Rb_tree_iterator<std::pair<point const, double> >, std::pair<point const, double> const&) [112]
[113]    0.0    0.00    0.00    5020         std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::insert_unique(std::_Rb_tree_iterator<std::pair<point const, double> >, std::pair<point const, double> const&) [113]
                0.00    0.00   10010/16210530     std::less<point>::operator()(point const&, point const&) const [6]
                0.00    0.00    5010/5020        std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::_M_insert(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<point const, double> const&) [115]
                0.00    0.00   10010/12516       std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::_S_key(std::_Rb_tree_node_base const*) [116]
                0.00    0.00   10010/1900599     std::_Select1st<std::pair<point const, double> >::operator()(std::pair<point const, double> const&) const [65]
                0.00    0.00      10/10          std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::insert_unique(std::pair<point const, double> const&) [132]
                0.00    0.00    5030/5040        std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::_M_leftmost() [175]
                0.00    0.00    5020/211324      std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::_M_end() [153]
                0.00    0.00    5000/5000        std::_Rb_tree_iterator<std::pair<point const, double> >::operator--() [192]
                0.00    0.00    5000/968656      std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::_S_right(std::_Rb_tree_node_base*) [149]
                0.00    0.00      10/10          std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::size() const [199]
-----------------------------------------------
                0.00    0.00    5020/186303      grafo::insert(point) [2]
                0.00    0.00   79695/186303      void std::__destroy_aux<__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > > >(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __false_type) [103]
                0.00    0.00  101588/186303      __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > > std::__uninitialized_copy_aux<__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > > >(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __false_type) [102]
[114]    0.0    0.00    0.00  186303         bool __gnu_cxx::operator!=<point*, std::vector<point, std::allocator<point> > >(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > > const&, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > > const&) [114]
                0.00    0.00  372606/8050634     __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >::base() const [84]
-----------------------------------------------
                0.00    0.00      10/5020        std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::insert_unique(std::pair<point const, double> const&) [132]
                0.00    0.00    5010/5020        std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::insert_unique(std::_Rb_tree_iterator<std::pair<point const, double> >, std::pair<point const, double> const&) [113]
[115]    0.0    0.00    0.00    5020         std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::_M_insert(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<point const, double> const&) [115]
                0.00    0.00    2506/16210530     std::less<point>::operator()(point const&, point const&) const [6]
                0.00    0.00    2506/12516       std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::_S_key(std::_Rb_tree_node_base const*) [116]
                0.00    0.00    2506/1900599     std::_Select1st<std::pair<point const, double> >::operator()(std::pair<point const, double> const&) const [65]
                0.00    0.00    5020/5020        std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::_M_create_node(std::pair<point const, double> const&) [127]
                0.00    0.00    5020/412556      std::_Rb_tree_iterator<std::pair<point const, double> >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<point const, double> >*) [151]
                0.00    0.00    2516/211324      std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::_M_end() [153]
-----------------------------------------------
                0.00    0.00    2506/12516       std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::_M_insert(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<point const, double> const&) [115]
                0.00    0.00   10010/12516       std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::insert_unique(std::_Rb_tree_iterator<std::pair<point const, double> >, std::pair<point const, double> const&) [113]
[116]    0.0    0.00    0.00   12516         std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::_S_key(std::_Rb_tree_node_base const*) [116]
                0.00    0.00   12516/1900599     std::_Select1st<std::pair<point const, double> >::operator()(std::pair<point const, double> const&) const [65]
                0.00    0.00   12516/12516       std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::_S_value(std::_Rb_tree_node_base const*) [162]
-----------------------------------------------
                0.00    0.00    5040/5040        std::vector<point, std::allocator<point> >::vector(std::allocator<point> const&) [118]
[117]    0.0    0.00    0.00    5040         std::_Vector_base<point, std::allocator<point> >::_Vector_base(std::allocator<point> const&) [117]
                0.00    0.00    5040/1272600     std::_Vector_base<point, std::allocator<point> >::_Vector_impl::_Vector_impl(std::allocator<point> const&) [52]
-----------------------------------------------
                0.00    0.00      10/5040        grafo::grafo() [124]
                0.00    0.00      10/5040        grafo::dijkstra(double const&, point const&) [9]
                0.00    0.00    5020/5040        std::map<point, std::vector<point, std::allocator<point> >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::operator[](point const&) [3]
[118]    0.0    0.00    0.00    5040         std::vector<point, std::allocator<point> >::vector(std::allocator<point> const&) [118]
                0.00    0.00    5040/5040        std::_Vector_base<point, std::allocator<point> >::_Vector_base(std::allocator<point> const&) [117]
-----------------------------------------------
                0.00    0.00    6334/6334        std::priority_queue<point, std::vector<point, std::allocator<point> >, heapCompare>::empty() const [81]
[119]    0.0    0.00    0.00    6334         std::vector<point, std::allocator<point> >::empty() const [119]
